anio,funcion,sexo,decil,valor_millones
2021,Limpieza vivienda,Hombres,VI,48636.282
2021,Limpieza vivienda,Hombres,VII,53089.354
2021,Limpieza vivienda,Hombres,VIII,60000.858
2021,Limpieza vivienda,Hombres,IX,67071.961
2021,Limpieza vivienda,Hombres,X,74135.176
2022,Limpieza vivienda,Hombres,Total,540611.981
2022,Limpieza vivienda,Hombres,I,27693.558
2022,Limpieza vivienda,Hombres,II,36348.075
2022,Limpieza vivienda,Hombres,III,41726.322
2022,Limpieza vivienda,Hombres,IV,42342.469
2022,Limpieza vivienda,Hombres,V,49046.041
2022,Limpieza vivienda,Hombres,VI,55373.773
2022,Limpieza vivienda,Hombres,VII,60370.998
2022,Limpieza vivienda,Hombres,VIII,67536.217
2022,Limpieza vivienda,Hombres,IX,75931.308
2022,Limpieza vivienda,Hombres,X,84243.22
2023,Limpieza vivienda,Hombres,Total,606886.043
2023,Limpieza vivienda,Hombres,I,30682.089
2023,Limpieza vivienda,Hombres,II,41493.415
2023,Limpieza vivienda,Hombres,III,46350.39
2023,Limpieza vivienda,Hombres,IV,47731.748
2023,Limpieza vivienda,Hombres,V,55160.722
2023,Limpieza vivienda,Hombres,VI,62412.627
2023,Limpieza vivienda,Hombres,VII,67887.444
2023,Limpieza vivienda,Hombres,VIII,75238.78
2023,Limpieza vivienda,Hombres,IX,85132.615
2023,Limpieza vivienda,Hombres,X,94796.212
2024,Limpieza vivienda,Hombres,Total,688206.464
2024,Limpieza vivienda,Hombres,I,34378.97
2024,Limpieza vivienda,Hombres,II,48203.115
2024,Limpieza vivienda,Hombres,III,52096.062
2024,Limpieza vivienda,Hombres,IV,54339.93
2024,Limpieza vivienda,Hombres,V,62511.222
2024,Limpieza vivienda,Hombres,VI,71097.883
2024,Limpieza vivienda,Hombres,VII,77103.435
2024,Limpieza vivienda,Hombres,VIII,84495.201
2024,Limpieza vivienda,Hombres,IX,96259.322
2024,Limpieza vivienda,Hombres,X,107721.324
2003,Ropa y calzado,Total,Total,170858.594
2003,Ropa y calzado,Total,I,12083.162
2003,Ropa y calzado,Total,II,18008.236
2003,Ropa y calzado,Total,III,17572.553
2003,Ropa y calzado,Total,IV,17071.155
2003,Ropa y calzado,Total,V,17822.583
2003,Ropa y calzado,Total,VI,19456.492
2003,Ropa y calzado,Total,VII,17948.758
2003,Ropa y calzado,Total,VIII,17481.179
2003,Ropa y calzado,Total,IX,18001.5
2003,Ropa y calzado,Total,X,15412.976
2004,Ropa y calzado,Total,Total,183071.353
2004,Ropa y calzado,Total,I,12990.298
2004,Ropa y calzado,Total,II,18616.456
2004,Ropa y calzado,Total,III,18634.508
2004,Ropa y calzado,Total,IV,18130.641
2004,Ropa y calzado,Total,V,18789.209
2004,Ropa y calzado,Total,VI,20795.723
2004,Ropa y calzado,Total,VII,19451.813
2004,Ropa y calzado,Total,VIII,18891.778
2004,Ropa y calzado,Total,IX,19701.07
2004,Ropa y calzado,Total,X,17069.856
2005,Ropa y calzado,Total,Total,205773.885
2005,Ropa y calzado,Total,I,14711.929
2005,Ropa y calzado,Total,II,20195.099
2005,Ropa y calzado,Total,III,20762.716
2005,Ropa y calzado,Total,IV,20218.605
2005,Ropa y calzado,Total,V,20760.564
2005,Ropa y calzado,Total,VI,23289.405
2005,Ropa y calzado,Total,VII,22041.833
2005,Ropa y calzado,Total,VIII,21402.637
2005,Ropa y calzado,Total,IX,22592.812
2005,Ropa y calzado,Total,X,19798.285
2006,Ropa y calzado,Total,Total,207028.682
2006,Ropa y calzado,Total,I,14916.892
2006,Ropa y calzado,Total,II,19582.554
2006,Ropa y calzado,Total,III,20707.786
2006,Ropa y calzado,Total,IV,20178.813
2006,Ropa y calzado,Total,V,20529.125
2006,Ropa y calzado,Total,VI,23350.264
2006,Ropa y calzado,Total,VII,22360.392
2006,Ropa y calzado,Total,VIII,21700.622
2006,Ropa y calzado,Total,IX,23176.632
2006,Ropa y calzado,Total,X,20525.601
2007,Ropa y calzado,Total,Total,222239.776
2007,Ropa y calzado,Total,I,16127.355
2007,Ropa y calzado,Total,II,20162.339
2007,Ropa y calzado,Total,III,22010.489
2007,Ropa y calzado,Total,IV,21465.694
2007,Ropa y calzado,Total,V,21631.25
2007,Ropa y calzado,Total,VI,24984.005
2007,Ropa y calzado,Total,VII,24241.501
2007,Ropa y calzado,Total,VIII,23491.082
2007,Ropa y calzado,Total,IX,25394.853
2007,Ropa y calzado,Total,X,22731.206
2008,Ropa y calzado,Total,Total,228849.985
2008,Ropa y calzado,Total,I,16710.777
2008,Ropa y calzado,Total,II,19831.733
2008,Ropa y calzado,Total,III,22420.794
2008,Ropa y calzado,Total,IV,21888.093
2008,Ropa y calzado,Total,V,21843.905
2008,Ropa y calzado,Total,VI,25647.584
2008,Ropa y calzado,Total,VII,25239.746
2008,Ropa y calzado,Total,VIII,24403.591
2008,Ropa y calzado,Total,IX,26706.219
2008,Ropa y calzado,Total,X,24157.542
2009,Ropa y calzado,Total,Total,218381.813
2009,Ropa y calzado,Total,I,16033.123
2009,Ropa y calzado,Total,II,17749.984
2009,Ropa y calzado,Total,III,21066.632
2009,Ropa y calzado,Total,IV,20611.469
2009,Ropa y calzado,Total,V,20308.648
2009,Ropa y calzado,Total,VI,24374.587
2009,Ropa y calzado,Total,VII,24460.42
2009,Ropa y calzado,Total,VIII,23565.656
2009,Ropa y calzado,Total,IX,26197.782
2009,Ropa y calzado,Total,X,24013.513
2010,Ropa y calzado,Total,Total,230564.07
2010,Ropa y calzado,Total,I,17414.545
2010,Ropa y calzado,Total,II,18910.86
2010,Ropa y calzado,Total,III,21951.389
2010,Ropa y calzado,Total,IV,21716.037
2010,Ropa y calzado,Total,V,21389.145
2010,Ropa y calzado,Total,VI,25368.738
2010,Ropa y calzado,Total,VII,25496.181
2010,Ropa y calzado,Total,VIII,25244.128
2010,Ropa y calzado,Total,IX,27650.709
2010,Ropa y calzado,Total,X,25422.339
2011,Ropa y calzado,Total,Total,249143.738
2011,Ropa y calzado,Total,I,19330.529
2011,Ropa y calzado,Total,II,20614.32
2011,Ropa y calzado,Total,III,23417.197
2011,Ropa y calzado,Total,IV,23417.759
2011,Ropa y calzado,Total,V,23060.347
2011,Ropa y calzado,Total,VI,27044.284
2011,Ropa y calzado,Total,VII,27200.863
2011,Ropa y calzado,Total,VIII,27655.14
2011,Ropa y calzado,Total,IX,29866.579
2011,Ropa y calzado,Total,X,27536.72
2012,Ropa y calzado,Total,Total,263299.793
2012,Ropa y calzado,Total,I,20980.7
2012,Ropa y calzado,Total,II,21988.046
2012,Ropa y calzado,Total,III,24454.063
2012,Ropa y calzado,Total,IV,24700.481
2012,Ropa y calzado,Total,V,24320.658
2012,Ropa y calzado,Total,VI,28206.512
2012,Ropa y calzado,Total,VII,28374.429
2012,Ropa y calzado,Total,VIII,29600.991
2012,Ropa y calzado,Total,IX,31530.712
2012,Ropa y calzado,Total,X,29143.199
2013,Ropa y calzado,Total,Total,285469.007
2013,Ropa y calzado,Total,I,23167.156
2013,Ropa y calzado,Total,II,23939.337
2013,Ropa y calzado,Total,III,26136.338
2013,Ropa y calzado,Total,IV,26720.118
2013,Ropa y calzado,Total,V,26303.72
2013,Ropa y calzado,Total,VI,30224.285
2013,Ropa y calzado,Total,VII,30447.694
2013,Ropa y calzado,Total,VIII,32533.639
2013,Ropa y calzado,Total,IX,34245.71
2013,Ropa y calzado,Total,X,31751.009
2014,Ropa y calzado,Total,Total,290423.631
2014,Ropa y calzado,Total,I,24266.489
2014,Ropa y calzado,Total,II,24651.499
2014,Ropa y calzado,Total,III,26322.329
2014,Ropa y calzado,Total,IV,27143.106
2014,Ropa y calzado,Total,V,26712.754
2014,Ropa y calzado,Total,VI,30305.211
2014,Ropa y calzado,Total,VII,30534.582
2014,Ropa y calzado,Total,VIII,33457.724
2014,Ropa y calzado,Total,IX,34747.414
2014,Ropa y calzado,Total,X,32282.522
2015,Ropa y calzado,Total,Total,310766.475
2015,Ropa y calzado,Total,I,25848.282
2015,Ropa y calzado,Total,II,26231.926
2015,Ropa y calzado,Total,III,27765.434
2015,Ropa y calzado,Total,IV,28563.405
2015,Ropa y calzado,Total,V,29085.736
2015,Ropa y calzado,Total,VI,32414.571
2015,Ropa y calzado,Total,VII,32707.217
2015,Ropa y calzado,Total,VIII,35605.337
2015,Ropa y calzado,Total,IX,37229.269
2015,Ropa y calzado,Total,X,35315.299
2016,Ropa y calzado,Total,Total,334591.951
2016,Ropa y calzado,Total,I,27726.029
2016,Ropa y calzado,Total,II,28110.625
2016,Ropa y calzado,Total,III,29493.588
2016,Ropa y calzado,Total,IV,30265.788
2016,Ropa y calzado,Total,V,31830.774
2016,Ropa y calzado,Total,VI,34876.142
2016,Ropa y calzado,Total,VII,35243.738
2016,Ropa y calzado,Total,VIII,38118.546
2016,Ropa y calzado,Total,IX,40123.905
2016,Ropa y calzado,Total,X,38802.815
2017,Ropa y calzado,Total,Total,371395.555
2017,Ropa y calzado,Total,I,30731.997
2017,Ropa y calzado,Total,II,31100.607
2017,Ropa y calzado,Total,III,32333.008
2017,Ropa y calzado,Total,IV,33075.224
2017,Ropa y calzado,Total,V,35880.983
2017,Ropa y calzado,Total,VI,38664.726
2017,Ropa y calzado,Total,VII,39121.882
2017,Ropa y calzado,Total,VIII,42081.195
2017,Ropa y calzado,Total,IX,44549.064
2017,Ropa y calzado,Total,X,43856.868
2018,Ropa y calzado,Total,Total,406039.14
2018,Ropa y calzado,Total,I,33455.796
2018,Ropa y calzado,Total,II,33824.147
2018,Ropa y calzado,Total,III,34890.8
2018,Ropa y calzado,Total,IV,35619.55
2018,Ropa y calzado,Total,V,39788.222
2018,Ropa y calzado,Total,VI,42262.15
2018,Ropa y calzado,Total,VII,42811.88
2018,Ropa y calzado,Total,VIII,45793.053
2018,Ropa y calzado,Total,IX,48767.063
2018,Ropa y calzado,Total,X,48826.477
2019,Ropa y calzado,Total,Total,434685.295
2019,Ropa y calzado,Total,I,35648.202
2019,Ropa y calzado,Total,II,36016.299
2019,Ropa y calzado,Total,III,36869.041
2019,Ropa y calzado,Total,IV,37571.059
2019,Ropa y calzado,Total,V,43175.121
2019,Ropa y calzado,Total,VI,45242.046
2019,Ropa y calzado,Total,VII,45881.604
2019,Ropa y calzado,Total,VIII,48808.155
2019,Ropa y calzado,Total,IX,52277.732
2019,Ropa y calzado,Total,X,53196.036
2020,Ropa y calzado,Total,Total,486921.216
2020,Ropa y calzado,Total,I,40281.684
2020,Ropa y calzado,Total,II,40360.645
2020,Ropa y calzado,Total,III,41709.432
2020,Ropa y calzado,Total,IV,41500.078
2020,Ropa y calzado,Total,V,48496.927
2020,Ropa y calzado,Total,VI,50329.583
2020,Ropa y calzado,Total,VII,51916.342
2020,Ropa y calzado,Total,VIII,54555.043
2020,Ropa y calzado,Total,IX,58411.151
2020,Ropa y calzado,Total,X,59360.33
2021,Ropa y calzado,Total,Total,490540.873
2021,Ropa y calzado,Total,I,41018.316
2021,Ropa y calzado,Total,II,40690.299
2021,Ropa y calzado,Total,III,42440.005
2021,Ropa y calzado,Total,IV,41218.976
2021,Ropa y calzado,Total,V,48980.876
2021,Ropa y calzado,Total,VI,50330.189
2021,Ropa y calzado,Total,VII,52796.164
2021,Ropa y calzado,Total,VIII,54842.109
2021,Ropa y calzado,Total,IX,58684.675
2021,Ropa y calzado,Total,X,59539.264
2022,Ropa y calzado,Total,Total,532012.566
2022,Ropa y calzado,Total,I,44842.603
2022,Ropa y calzado,Total,II,44104.961
2022,Ropa y calzado,Total,III,46449.251
2022,Ropa y calzado,Total,IV,44033.104
2022,Ropa y calzado,Total,V,53232.772
2022,Ropa y calzado,Total,VI,54210.731
2022,Ropa y calzado,Total,VII,57855.951
2022,Ropa y calzado,Total,VIII,59410.82
2022,Ropa y calzado,Total,IX,63516.674
2022,Ropa y calzado,Total,X,64355.699
2023,Ropa y calzado,Total,Total,568813.786
2023,Ropa y calzado,Total,I,48446.914
2023,Ropa y calzado,Total,II,47190.922
2023,Ropa y calzado,Total,III,50181.968
2023,Ropa y calzado,Total,IV,46369.76
2023,Ropa y calzado,Total,V,57082.886
2023,Ropa y calzado,Total,VI,57515.941
2023,Ropa y calzado,Total,VII,62480.77
2023,Ropa y calzado,Total,VIII,63349.927
2023,Ropa y calzado,Total,IX,67707.345
2023,Ropa y calzado,Total,X,68487.354
2024,Ropa y calzado,Total,Total,602215.728
2024,Ropa y calzado,Total,I,51743.45
2024,Ropa y calzado,Total,II,49964.003
2024,Ropa y calzado,Total,III,53722.453
2024,Ropa y calzado,Total,IV,48174.606
2024,Ropa y calzado,Total,V,60615.829
2024,Ropa y calzado,Total,VI,60375.388
2024,Ropa y calzado,Total,VII,66956.849
2024,Ropa y calzado,Total,VIII,66950.392
2024,Ropa y calzado,Total,IX,71492.92
2024,Ropa y calzado,Total,X,72219.838
2003,Ropa y calzado,Mujeres,Total,150638.375
2003,Ropa y calzado,Mujeres,I,11231.425
2003,Ropa y calzado,Mujeres,II,16546.519
2003,Ropa y calzado,Mujeres,III,16017.47
2003,Ropa y calzado,Mujeres,IV,15586.734
2003,Ropa y calzado,Mujeres,V,16114.107
2003,Ropa y calzado,Mujeres,VI,17141.634
2003,Ropa y calzado,Mujeres,VII,15489.916
2003,Ropa y calzado,Mujeres,VIII,15233.621
2003,Ropa y calzado,Mujeres,IX,15217.249
2003,Ropa y calzado,Mujeres,X,12059.7
2004,Ropa y calzado,Mujeres,Total,160350.285
2004,Ropa y calzado,Mujeres,I,11940.269
2004,Ropa y calzado,Mujeres,II,16969.75
2004,Ropa y calzado,Mujeres,III,16882.005
2004,Ropa y calzado,Mujeres,IV,16427.251
2004,Ropa y calzado,Mujeres,V,16846.218
2004,Ropa y calzado,Mujeres,VI,18227.359
2004,Ropa y calzado,Mujeres,VII,16726.383
2004,Ropa y calzado,Mujeres,VIII,16316.783
2004,Ropa y calzado,Mujeres,IX,16608.122
2004,Ropa y calzado,Mujeres,X,13406.146
2005,Ropa y calzado,Mujeres,Total,179799.893
2005,Ropa y calzado,Mujeres,I,13396.289
2005,Ropa y calzado,Mujeres,II,18309.619
2005,Ropa y calzado,Mujeres,III,18755.933
2005,Ropa y calzado,Mujeres,IV,18241.799
2005,Ropa y calzado,Mujeres,V,18540.972
2005,Ropa y calzado,Mujeres,VI,20395.003
2005,Ropa y calzado,Mujeres,VII,18983.432
2005,Ropa y calzado,Mujeres,VIII,18413.362
2005,Ropa y calzado,Mujeres,IX,19087.624
2005,Ropa y calzado,Mujeres,X,15675.859
2006,Ropa y calzado,Mujeres,Total,180523.085
2006,Ropa y calzado,Mujeres,I,13459.867
2006,Ropa y calzado,Mujeres,II,17653.264
2006,Ropa y calzado,Mujeres,III,18655.111
2006,Ropa y calzado,Mujeres,IV,18133.178
2006,Ropa y calzado,Mujeres,V,18264.396
2006,Ropa y calzado,Mujeres,VI,20434.983
2006,Ropa y calzado,Mujeres,VII,19292.335
2006,Ropa y calzado,Mujeres,VIII,18607.611
2006,Ropa y calzado,Mujeres,IX,19632.794
2006,Ropa y calzado,Mujeres,X,16389.545
2007,Ropa y calzado,Mujeres,Total,193165.759
2007,Ropa y calzado,Mujeres,I,14405.804
2007,Ropa y calzado,Mujeres,II,18038.12
2007,Ropa y calzado,Mujeres,III,19751.711
2007,Ropa y calzado,Mujeres,IV,19188.215
2007,Ropa y calzado,Mujeres,V,19138.156
2007,Ropa y calzado,Mujeres,VI,21825.006
2007,Ropa y calzado,Mujeres,VII,20927.347
2007,Ropa y calzado,Mujeres,VIII,20050.36
2007,Ropa y calzado,Mujeres,IX,21549.265
2007,Ropa y calzado,Mujeres,X,18291.776
2008,Ropa y calzado,Mujeres,Total,198034.757
2008,Ropa y calzado,Mujeres,I,14764.279
2008,Ropa y calzado,Mujeres,II,17571.175
2008,Ropa y calzado,Mujeres,III,20018.356
2008,Ropa y calzado,Mujeres,IV,19437.507
2008,Ropa y calzado,Mujeres,V,19184.232
2008,Ropa y calzado,Mujeres,VI,22336.617
2008,Ropa y calzado,Mujeres,VII,21773.777
2008,Ropa y calzado,Mujeres,VIII,20705.973
2008,Ropa y calzado,Mujeres,IX,22676.026
2008,Ropa y calzado,Mujeres,X,19566.814
2009,Ropa y calzado,Mujeres,Total,187301.108
2009,Ropa y calzado,Mujeres,I,13941.217
2009,Ropa y calzado,Mujeres,II,15463.747
2009,Ropa y calzado,Mujeres,III,18635.918
2009,Ropa y calzado,Mujeres,IV,18090.939
2009,Ropa y calzado,Mujeres,V,17594.04
2009,Ropa y calzado,Mujeres,VI,21079.797
2009,Ropa y calzado,Mujeres,VII,21015.64
2009,Ropa y calzado,Mujeres,VIII,19768.513
2009,Ropa y calzado,Mujeres,IX,22182.677
2009,Ropa y calzado,Mujeres,X,19528.621
2010,Ropa y calzado,Mujeres,Total,196274.116
2010,Ropa y calzado,Mujeres,I,15276.231
2010,Ropa y calzado,Mujeres,II,16452.339
2010,Ropa y calzado,Mujeres,III,19309.455
2010,Ropa y calzado,Mujeres,IV,18878.651
2010,Ropa y calzado,Mujeres,V,18447.155
2010,Ropa y calzado,Mujeres,VI,21712.248
2010,Ropa y calzado,Mujeres,VII,21681.235
2010,Ropa y calzado,Mujeres,VIII,20922.486
2010,Ropa y calzado,Mujeres,IX,23097.446
2010,Ropa y calzado,Mujeres,X,20496.869
2011,Ropa y calzado,Mujeres,Total,210599.836
2011,Ropa y calzado,Mujeres,I,17095.728
2011,Ropa y calzado,Mujeres,II,17914.78
2011,Ropa y calzado,Mujeres,III,20487.699
2011,Ropa y calzado,Mujeres,IV,20171.545
2011,Ropa y calzado,Mujeres,V,19805.882
2011,Ropa y calzado,Mujeres,VI,22912.259
2011,Ropa y calzado,Mujeres,VII,22898.056
2011,Ropa y calzado,Mujeres,VIII,22664.657
2011,Ropa y calzado,Mujeres,IX,24625.192
2011,Ropa y calzado,Mujeres,X,22024.039
2012,Ropa y calzado,Mujeres,Total,221446.044
2012,Ropa y calzado,Mujeres,I,18708.348
2012,Ropa y calzado,Mujeres,II,19112.681
2012,Ropa y calzado,Mujeres,III,21308.898
2012,Ropa y calzado,Mujeres,IV,21122.541
2012,Ropa y calzado,Mujeres,V,20842.195
2012,Ropa y calzado,Mujeres,VI,23699.76
2012,Ropa y calzado,Mujeres,VII,23690.76
2012,Ropa y calzado,Mujeres,VIII,24050.228
2012,Ropa y calzado,Mujeres,IX,25725.723
2012,Ropa y calzado,Mujeres,X,23184.909
2013,Ropa y calzado,Mujeres,Total,236886.331
2013,Ropa y calzado,Mujeres,I,20731.128
2013,Ropa y calzado,Mujeres,II,20698.824
2013,Ropa y calzado,Mujeres,III,22541.697
2013,Ropa y calzado,Mujeres,IV,22501.796
2013,Ropa y calzado,Mujeres,V,22299.514
2013,Ropa y calzado,Mujeres,VI,24962.025
2013,Ropa y calzado,Mujeres,VII,24985.805
2013,Ropa y calzado,Mujeres,VIII,25962.847
2013,Ropa y calzado,Mujeres,IX,27359.401
2013,Ropa y calzado,Mujeres,X,24843.294
2014,Ropa y calzado,Mujeres,Total,241245.807
2014,Ropa y calzado,Mujeres,I,21933.073
2014,Ropa y calzado,Mujeres,II,21396.288
2014,Ropa y calzado,Mujeres,III,22705.309
2014,Ropa y calzado,Mujeres,IV,22825.319
2014,Ropa y calzado,Mujeres,V,22733.212
2014,Ropa y calzado,Mujeres,VI,24966.341
2014,Ropa y calzado,Mujeres,VII,25001.782
2014,Ropa y calzado,Mujeres,VIII,26674.628
2014,Ropa y calzado,Mujeres,IX,27681.016
2014,Ropa y calzado,Mujeres,X,25328.837
2015,Ropa y calzado,Mujeres,Total,255734.101
2015,Ropa y calzado,Mujeres,I,23158.955
2015,Ropa y calzado,Mujeres,II,22667.583
2015,Ropa y calzado,Mujeres,III,23675.063
2015,Ropa y calzado,Mujeres,IV,23899.297
2015,Ropa y calzado,Mujeres,V,24516.307
2015,Ropa y calzado,Mujeres,VI,26568.679
2015,Ropa y calzado,Mujeres,VII,26469.481
2015,Ropa y calzado,Mujeres,VIII,28040.837
2015,Ropa y calzado,Mujeres,IX,29376.672
2015,Ropa y calzado,Mujeres,X,27361.226
2016,Ropa y calzado,Mujeres,Total,273231.445
2016,Ropa y calzado,Mujeres,I,24648.314
2016,Ropa y calzado,Mujeres,II,24205.112
2016,Ropa y calzado,Mujeres,III,24887.939
2016,Ropa y calzado,Mujeres,IV,25230.751
2016,Ropa y calzado,Mujeres,V,26626.044
2016,Ropa y calzado,Mujeres,VI,28485.667
2016,Ropa y calzado,Mujeres,VII,28244.193
2016,Ropa y calzado,Mujeres,VIII,29715.263
2016,Ropa y calzado,Mujeres,IX,31424.023
2016,Ropa y calzado,Mujeres,X,29764.139
2017,Ropa y calzado,Mujeres,Total,301503.519
2017,Ropa y calzado,Mujeres,I,27131.321
2017,Ropa y calzado,Mujeres,II,26715.227
2017,Ropa y calzado,Mujeres,III,27035.62
2017,Ropa y calzado,Mujeres,IV,27510.318
2017,Ropa y calzado,Mujeres,V,29843.831
2017,Ropa y calzado,Mujeres,VI,31522.286
2017,Ropa y calzado,Mujeres,VII,31116.313
2017,Ropa y calzado,Mujeres,VIII,32527.158
2017,Ropa y calzado,Mujeres,IX,34703.051
2017,Ropa y calzado,Mujeres,X,33398.394
2018,Ropa y calzado,Mujeres,Total,326738.139
2018,Ropa y calzado,Mujeres,I,29297.773
2018,Ropa y calzado,Mujeres,II,28929.482
2018,Ropa y calzado,Mujeres,III,28838.608
2018,Ropa y calzado,Mujeres,IV,29472.55
2018,Ropa y calzado,Mujeres,V,32821.23
2018,Ropa y calzado,Mujeres,VI,34284.209
2018,Ropa y calzado,Mujeres,VII,33673.711
2018,Ropa y calzado,Mujeres,VIII,34981.497
2018,Ropa y calzado,Mujeres,IX,37652.354
2018,Ropa y calzado,Mujeres,X,36786.725
2019,Ropa y calzado,Mujeres,Total,346636.654
2019,Ropa y calzado,Mujeres,I,30962.996
2019,Ropa y calzado,Mujeres,II,30664.815
2019,Ropa y calzado,Mujeres,III,30108.003
2019,Ropa y calzado,Mujeres,IV,30916.355
2019,Ropa y calzado,Mujeres,V,35321.529
2019,Ropa y calzado,Mujeres,VI,36509.929
2019,Ropa y calzado,Mujeres,VII,35671.533
2019,Ropa y calzado,Mujeres,VIII,36832.049
2019,Ropa y calzado,Mujeres,IX,39997.461
2019,Ropa y calzado,Mujeres,X,39651.985
2020,Ropa y calzado,Mujeres,Total,387004.04
2020,Ropa y calzado,Mujeres,I,35008.348
2020,Ropa y calzado,Mujeres,II,34151.144
2020,Ropa y calzado,Mujeres,III,33994.931
2020,Ropa y calzado,Mujeres,IV,33948.31
2020,Ropa y calzado,Mujeres,V,39434.068
2020,Ropa y calzado,Mujeres,VI,40393.463
2020,Ropa y calzado,Mujeres,VII,40368.777
2020,Ropa y calzado,Mujeres,VIII,41172.649
2020,Ropa y calzado,Mujeres,IX,44494.605
2020,Ropa y calzado,Mujeres,X,44037.745
2021,Ropa y calzado,Mujeres,Total,388906.107
2021,Ropa y calzado,Mujeres,I,35687.535
2021,Ropa y calzado,Mujeres,II,34236.633
2021,Ropa y calzado,Mujeres,III,34546.473
2021,Ropa y calzado,Mujeres,IV,33531.485
2021,Ropa y calzado,Mujeres,V,39614.881
2021,Ropa y calzado,Mujeres,VI,40199.468
2021,Ropa y calzado,Mujeres,VII,41089.967
2021,Ropa y calzado,Mujeres,VIII,41442.346
2021,Ropa y calzado,Mujeres,IX,44549.89
2021,Ropa y calzado,Mujeres,X,44007.431
2022,Ropa y calzado,Mujeres,Total,419103.735
2022,Ropa y calzado,Mujeres,I,38989.87
2022,Ropa y calzado,Mujeres,II,36785.684
2022,Ropa y calzado,Mujeres,III,37634.928
2022,Ropa y calzado,Mujeres,IV,35490.693
2022,Ropa y calzado,Mujeres,V,42654.066
2022,Ropa y calzado,Mujeres,VI,42916.216
2022,Ropa y calzado,Mujeres,VII,44875.546
2022,Ropa y calzado,Mujeres,VIII,44740.694
2022,Ropa y calzado,Mujeres,IX,47850.242
2022,Ropa y calzado,Mujeres,X,47165.795
2023,Ropa y calzado,Mujeres,Total,447249.932
2023,Ropa y calzado,Mujeres,I,42182.313
2023,Ropa y calzado,Mujeres,II,39155.685
2023,Ropa y calzado,Mujeres,III,40642.295
2023,Ropa y calzado,Mujeres,IV,37165.751
2023,Ropa y calzado,Mujeres,V,45522.691
2023,Ropa y calzado,Mujeres,VI,45328.848
2023,Ropa y calzado,Mujeres,VII,48552.625
2023,Ropa y calzado,Mujeres,VIII,47814.387
2023,Ropa y calzado,Mujeres,IX,50852.243
2023,Ropa y calzado,Mujeres,X,50033.093
2024,Ropa y calzado,Mujeres,Total,470142.301
2024,Ropa y calzado,Mujeres,I,45023.777
2024,Ropa y calzado,Mujeres,II,41020.849
2024,Ropa y calzado,Mujeres,III,43293.2
2024,Ropa y calzado,Mujeres,IV,38184.567
2024,Ropa y calzado,Mujeres,V,47824.365
2024,Ropa y calzado,Mujeres,VI,47087.165
